disease_id,diseaseid,diseasename
10726,C1720452,Soft drusen
3295,C0205734,"Diabetes, Autoimmune"
11986,C1857231,LACTASE PERSISTENCE
13564,C2752061,"Cerebral Palsy, Spastic Quadriplegic, 2"
13554,C2751938,"Cerebral Palsy, Spastic Quadriplegic, 1"
13496,C2751083,Brugada Syndrome 8
13066,C2673193,Brugada Syndrome 2
16077,C4015671,LONG QT SYNDROME 14
15403,C3809311,"ATRIAL FIBRILLATION, FAMILIAL, 13"
12794,C1970298,"Progressive Familial Heart Block, Type Ib"
14140,C3150933,"HYPERALDOSTERONISM, FAMILIAL, TYPE III"
15470,C3809893,"EPISODIC PAIN SYNDROME, FAMILIAL, 2"
13548,C2751830,Long Qt Syndrome 12
13499,C2751089,Brugada Syndrome 6
15022,C3554047,"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 4"
14094,C3150733,LONG QT SYNDROME 13
13258,C2678477,Brugada Syndrome 4
1245,C0022361,Jaw Cysts
15477,C3809991,"IMMUNODEFICIENCY, COMMON VARIABLE, 10"
3704,C0235270,Keratopathy
17710,C4551981,Familial Multiple Coagulation Factor Deficiency I
7367,C0553681,Hypofibrinogenemia
8682,C0857493,Upper gastrointestinal symptoms
3646,C0233532,Maladaptive behavior associated with physical illness
1850,C0030554,Paresthesia
4998,C0274294,Chronic mountain sickness
11490,C1846343,"Bartter syndrome, type 3"
9129,C1142276,Renal anemia
4782,C0270911,"Charcot-Marie-Tooth Disease, Type Ia (disorder)"
4789,C0270933,Inflammatory neuropathy
8004,C0751036,Hereditary Motor and Sensory Neuropathy Type I
2935,C0153398,Hypopharyngeal Cancer
10096,C1368404,Hypopharyngeal Carcinoma
5297,C0280321,Squamous cell carcinoma of the hypopharynx
3328,C0206064,Microvascular Angina
129,C0002963,"Angina Pectoris, Variant"
7959,C0750927,"Apraxia, Developmental Verbal"
5581,C0334475,Lipoblastomatosis
1745,C0029172,Oral Submucous Fibrosis
6242,C0346429,Multiple malignancy
16765,C4277690,Ciliopathies
17841,C4693974,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE, DIGENIC"
1582,C0026703,Mucopolysaccharidoses
1585,C0026707,Mucopolysaccharidosis IV
5922,C0342342,Idiopathic Hypoparathyroidism
889,C0017083,Gangliosidoses
9909,C1334363,Lung Large Cell Neuroendocrine Carcinoma
70,C0001957,Alcohol Withdrawal Delirium
3365,C0206627,"Mixed Tumor, Mullerian"
5359,C0282513,Primary Progressive Aphasia (disorder)
1151,C0020544,Renal hypertension
7409,C0563312,IgM monoclonal gammopathy of uncertain significance
3341,C0206145,Stunned Myocardium
6388,C0376416,"Hibernation, Myocardial"
3342,C0206146,Myocardial Stunning
6644,C0403592,Chronic rejection of renal transplant
10454,C1536220,ST segment elevation myocardial infarction
16697,C4255010,Non-ST Elevated Myocardial Infarction
8186,C0751689,Peripheral Nerve Sheath Neoplasm
4879,C0271694,Familial partial lipodystrophy
552,C0010481,Cushing Syndrome
15243,C3714542,"Lymphoma, Diffuse"
12676,C1960398,HER2-positive carcinoma of breast
6312,C0349476,Congenital goiter
9926,C1334603,Malignant Mixed Mesodermal (Mullerian) Tumor
10386,C1519719,Type I Endometrial Adenocarcinoma
3005,C0154209,Hyperestrogenism
9905,C1334274,Invasive Carcinoma
4712,C0268849,Overactive Detrusor
5962,C0342552,Autoimmune endocrine disease
2475,C0042974,von Willebrand Disease
1998,C0033822,Pseudomyxoma Peritonei
2513,C0079035,Bradyarrhythmia (disorder)
911,C0017525,Giant Cell Tumors
14662,C3281125,THROMBOCYTHEMIA 3
2220,C0037928,Spinal Cord Diseases
6958,C0438414,Myoclonic Encephalopathy
11996,C1857355,"Leigh syndrome , French Canadian type"
731,C0014126,Endocervical polyp
10616,C1704327,Bone Sarcoma
7362,C0553581,Round cell sarcoma
2156,C0036503,Sebaceous Gland Neoplasms
3564,C0221155,Systolic hypertension
15601,C3831784,Acute monocytic/monoblastic leukemia
6232,C0346359,Squamous cell carcinoma of conjunctiva
16138,C4021821,Abnormality of the urinary system
596,C0011573,Endogenous depression
5348,C0282126,"Depression, Neurotic"
2680,C0086133,Depressive Syndrome
1509,C0025193,Melancholia
1123,C0020452,Hyperemia
17131,C4316906,Factor XIII deficiency disease
4818,C0271148,Secondary Open Angle Glaucoma
313,C0006370,Bulimia
12924,C2267227,Bulimia Nervosa
4141,C0264722,Chronic congestive heart failure
9883,C1333993,hereditary paraganglioma
2578,C0085138,Choroid Plexus Neoplasms
3301,C0205770,Choroid Plexus Papilloma
7387,C0555278,Cerebral metastasis
6813,C0431109,Choroid Plexus Carcinoma
4260,C0265493,Cat eye syndrome
9147,C1167791,Skin toxicity
5241,C0279672,Cervical Adenocarcinoma
436,C0008445,Chondrodysplasia Punctata
2461,C0042749,Viremia
2270,C0038506,Stuttering
16287,C4049273,Systemic immune activation
2036,C0034345,Pyruvate Dehydrogenase Complex Deficiency Disease
1775,C0029442,Osteomalacia
858,C0016065,Polyostotic fibrous dysplasia
18046,C4727947,Hypophosphataemic osteomalacia
12950,C2347753,Adult Pure Erythroid Leukemia
12157,C1859726,ARTERIAL TORTUOSITY SYNDROME
8132,C0751510,Sleep-Related Neurogenic Tachypnea
8130,C0751508,Long Sleeper Syndrome
8133,C0751511,Subwakefullness Syndrome
8131,C0751509,Short Sleeper Syndrome
7809,C0742034,cerebellar function
269,C0005754,Congenital blindness
7589,C0679362,"Tuberculosis, extrapulmonary"
347,C0007125,"Carcinoma, Ehrlich Tumor"
1191,C0020981,Angioimmunoblastic Lymphadenopathy
1438,C0024282,Lymphocytosis
17270,C4479539,"ARTHROGRYPOSIS MULTIPLEX CONGENITA, NEUROGENIC, WITH MYELIN DEFECT"
22,C0001206,Acromegaly
121,C0002892,"Anemia, Pernicious"
8129,C0751506,REM Sleep Deprivation
8128,C0751505,Insufficient Sleep Syndrome
7749,C0740277,Bile duct carcinoma
12416,C1865323,"Migraine, Familial Basilar"
4779,C0270860,Basilar-Type Migraine
15472,C3809910,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
12936,C2316212,Cryopyrin-Associated Periodic Syndromes
2506,C0078911,AIDS-Associated Nephropathy
1175,C0020636,underdevelopment
12894,C2239290,"Hodgkin lymphoma, nodular lymphocyte predominance"
16371,C4080064,Autosomal Dominant Hereditary Pancreatitis
2239,C0038041,Spotted Fever Group Rickettsiosis
7195,C0521648,Neonatal respiratory failure
16712,C4272579,Autosomal Dominant Osteopetrosis
7655,C0687150,Parathyroid Gland Adenocarcinoma
13401,C2748571,"Isolated Growth Hormone Deficiency, Type IB"
16550,C4225280,NOONAN SYNDROME 10
3449,C0206728,Plexiform Neurofibroma
1962,C0032965,"Pregnancy Complications, Infectious"
2872,C0152171,Idiopathic pulmonary hypertension
15906,C4012727,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1
12421,C1865370,Severe combined immunodeficiency with sensitivity to ionizing radiation
11791,C1853271,"HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY"
4695,C0268709,Renal tubular defect
4755,C0270763,Familial Motor Neuron Disease
13329,C2718001,Protein Misfolding Disorders
9250,C1264039,"von Willebrand Disease, Type 1"
5249,C0279708,Testicular yolk sac tumour
4446,C0267548,Ileocolic intussusception
4529,C0268228,Neuraminidase 1 deficiency
280,C0005956,Bone Marrow Diseases
7848,C0744869,Metastatic hepatocellular carcinoma
10785,C1739405,CML progression
16340,C4054891,Grade III Chondrosarcoma
258,C0005694,Bladder neck obstruction
10298,C1504412,Testotoxicosis
2084,C0035344,Retinopathy of Prematurity
10245,C1443381,Retinopathy of prematurity stage 1 - demarcation line
6661,C0403824,Teratozoospermia
2783,C0149983,Lumbar spondylosis
2237,C0038019,Spondylosis
1143,C0020503,"Hyperparathyroidism, Secondary"
3026,C0154723,Migraine with Aura
209,C0004158,Athetosis
6559,C0398625,Protein C Deficiency
17125,C4316812,Fibrinogen Deficiency
7811,C0742078,Mass lesion of brain
2540,C0079741,"Lymphoma, Intermediate-Grade"
1445,C0024304,"Lymphoma, Mixed-Cell"
10085,C1367654,Marginal Zone B-Cell Lymphoma
2549,C0079770,"Lymphoma, Small Noncleaved-Cell"
1447,C0024306,"Lymphoma, Undifferentiated"
2546,C0079757,Diffuse Mixed-Cell Lymphoma
16084,C4015779,"PROSTATE CANCER, SOMATIC"
12312,C1863727,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2"
17425,C4525062,Recurrent Lymphoma
8569,C0854119,Ruptured Appendicitis
1521,C0025267,Multiple Endocrine Neoplasia Type 1
4081,C0263664,Generalized morphea
16346,C4055160,Deep Circumscribed Morphea
9465,C1290049,Plaque morphea
8857,C0878787,Growth failure
7414,C0565599,Maternal hypertension
13934,C2936904,"Opitz GBBB Syndrome, X-Linked"
11796,C1853297,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION"
17366,C4520764,Stage 0 Cutaneous Melanoma AJCC v6 and v7
6191,C0346040,Stage 0 Skin Melanoma
1781,C0029458,"Osteoporosis, Postmenopausal"
2864,C0152105,Hypertensive heart disease
12408,C1865233,"Muscular Dystrophy, Congenital, Megaconial Type"
4349,C0266292,Congenital anomaly of the kidney
14152,C3150971,LEOPARD SYNDROME 3
9371,C1275081,Cardio-facio-cutaneous syndrome
14151,C3150970,NOONAN SYNDROME 7
9312,C1266157,Intratubular malignant germ cells
1694,C0027889,Hereditary Sensory and Autonomic Neuropathies
7668,C0699739,"Sensory Neuropathy, Hereditary"
14765,C3495549,Patent ductus arteriosus - persisting type
1116,C0020428,Hyperaldosteronism
3447,C0206726,gliosarcoma
486,C0009373,Colonic Diseases
1975,C0033246,Proctitis
11997,C1857388,"Cystinuria, Type A"
6685,C0406549,"Cutis laxa, acquired type"
741,C0014324,Entamoebiasis
17122,C4316791,Entamoeba histolytica Infection
9240,C1263857,Peripheral axonal neuropathy
1210,C0021345,Infectious Mononucleosis
7685,C0700201,Dyssomnias
14315,C3161174,Hemoglobin H Disease
16131,C4021790,Abnormality of the skeletal system
1639,C0027439,Nasopharyngeal Neoplasms
1867,C0030846,Penile Diseases
4811,C0271084,Exudative age-related macular degeneration
2590,C0085261,Proteus Syndrome
1471,C0024591,Malignant hyperpyrexia due to anesthesia
8020,C0751084,"Duane Retraction Syndrome, Type 3"
12145,C1859567,BARDET-BIEDL SYNDROME 9
13810,C2931482,Neurofibromatosis-Noonan syndrome
1907,C0031575,Phocomelia
11624,C1849370,Tetraphocomelia
3536,C0221002,"Hyperparathyroidism, Primary"
3116,C0157738,Chronic skin ulcer
12339,C1864356,"ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE"
1487,C0024799,Marginal ulcer
5844,C0340971,Autoimmune neutropenia
14864,C3540662,Congenital Amaurosis of Retinal Origin
11254,C1840284,LEBER CONGENITAL AMAUROSIS 11
150,C0003431,Antisocial Personality Disorder
386,C0007772,Intracranial Arteriovenous Malformation
679,C0013393,Dysostoses
11795,C1853296,"SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3"
11559,C1848030,Hypotonia-Cystinuria Syndrome
4690,C0268646,Isolated cystinuria
11117,C1837249,"Malformations of Cortical Development, Group II"
11508,C1846647,"DEAFNESS, AUTOSOMAL RECESSIVE (disorder)"
11792,C1853276,"Deafness, Autosomal Recessive 28"
16166,C4023338,Profound sensorineural hearing impairment
2530,C0079504,Hermanski-Pudlak Syndrome
579,C0011263,Multi-infarct dementia
2138,C0036344,"Schizophrenia, Catatonic"
2142,C0036351,Residual schizophrenia
693,C0013568,Ecthyma
16278,C4049006,Selective immunoglobulin A deficiency
9629,C1306762,Aortoiliac occlusive disease
16112,C4020969,Inflammatory abnormality of the eye
14682,C3463916,Complement Factor I (C3 inactivator) deficiency
2245,C0038218,Status Asthmaticus
7908,C0748073,psychosocial stressor
1511,C0025205,"Melanoma, Experimental"
468,C0009075,"Melanoma, Cloudman S91"
987,C0018598,"Melanoma, Harding-Passey"
260,C0005697,Neurogenic Urinary Bladder
287,C0006060,Boutonneuse Fever
2100,C0035585,Rickettsia Infections
602,C0011608,Dermatitis Herpetiformis
8973,C0948740,Hypoplasia of the pituitary gland
2071,C0035258,Restless Legs Syndrome
2640,C0085632,Apathy
3240,C0175694,Smith-Lemli-Opitz Syndrome
10377,C1519666,Tumor-Associated Vasculature
2969,C0153567,Uterine Cancer
6224,C0346300,Pituitary carcinoma
8633,C0855173,Placental Choriocarcinoma
2749,C0149745,Oral Ulcer
2644,C0085648,Synovial Cyst
12931,C2315209,Idiopathic gynecomastia
3367,C0206629,Pulmonary Blastoma
427,C0008352,Cholemia
15682,C3873491,Invasive meningococcal disease
6586,C0398788,"Immunodeficiency syndrome, variable"
17090,C4310798,IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4
12181,C1860787,DOWN SYNDROME CRITICAL REGION
8945,C0948168,Bone marrow toxicity
9254,C1264195,Refractory anemia with ringed sideroblasts
5945,C0342482,X-linked Adrenal Hypoplasia
6734,C0409956,Osteoarthrosis of the carpometacarpal joint of the thumb
16176,C4023735,Lamellar pulverulent cataract
650,C0013069,Double Outlet Right Ventricle
2197,C0037277,"Skin Diseases, Genetic"
4161,C0265010,Ruptured thoracic aortic aneurysm
9605,C1305122,"Thoracoabdominal aortic aneurysm, ruptured"
7792,C0741160,"Aortic Aneurysm, Ruptured"
4162,C0265012,Ruptured abdominal aortic aneurysm
11911,C1855496,Contiguous gene syndrome
8374,C0795907,CONOTRUNCAL ANOMALY FACE SYNDROME
7513,C0598589,Inherited neuropathies
1205,C0021171,Bloch Sulzberger syndrome
10619,C1704356,Enchondroma
7321,C0546952,Congenital facial asymmetry
14922,C3551954,"COENZYME Q10 DEFICIENCY, PRIMARY, 1"
4455,C0267750,Acute peritonitis
7499,C0596452,disabling disease
11894,C1855179,"CATARACT, ANTERIOR POLAR"
4142,C0264732,Cardiac dilatation
12496,C1866855,"Spastic paraplegia 4, autosomal dominant"
6330,C0349578,Complex Endometrial Hyperplasia
7008,C0456483,Simple Endometrial Hyperplasia
9902,C1334266,Intraurothelial Neoplasia
907,C0017411,Female Genital Diseases
10807,C1827377,Slow acetylator due to N-acetyltransferase enzyme variant
6798,C0424139,Anxiety and fear
8019,C0751083,"Duane Retraction Syndrome, Type 2"
9013,C0994516,Type 1 Duane Retraction Syndrome
6524,C0394006,Dysequilibrium syndrome
9405,C1275808,Congenital central hypoventilation
9700,C1328349,Neuropathy ataxia and retinis pigmentosa
5462,C0333297,Chronic ulcer
1862,C0030804,"Pemphigoid, Benign Mucous Membrane"
12105,C1858805,"Vohwinkel Syndrome, Variant Form"
5422,C0312420,Hypersexuality state
2595,C0085280,Alagille Syndrome
12919,C2242826,Myeloblastic leukemia
7019,C0457013,Weyers acrofacial dysostosis
8203,C0751747,"Hyperglycinemia, Nonketotic, Type III"
8204,C0751748,Nonketotic Hyperglycinemia
4658,C0268561,"Hyperglycinemia, Nonketotic, Type I"
4659,C0268562,"Hyperglycinemia, Nonketotic, Type II"
7950,C0750907,Amnestic State
3661,C0233796,Temporary Amnesia
3771,C0236795,Dissociative Amnesia
4021,C0262497,Global Amnesia
3655,C0233750,Hysterical amnesia
7949,C0750906,Tactile Amnesia
5904,C0342208,Multinodular goiter
2268,C0038478,Struma Ovarii
453,C0008684,Chronic gingivitis
1919,C0032026,Pityriasis Rosea
737,C0014173,Endometrial Hyperplasia
186,C0003868,"Arthritis, Gouty"
7483,C0588125,Nodular tenosynovitis
9646,C1318543,Fibrous histiocytoma of tendon sheath
11794,C1853286,"Erythrocytosis, Familial, 3"
370,C0007370,Catalepsy
2469,C0042875,Vitamin E Deficiency
6584,C0398777,Complement Factor H Deficiency
17213,C4330695,Mitochondrial Diabetes
12643,C1956132,"Lymphoma, Follicular, Grade 2"
2548,C0079765,"Lymphoma, Small Cleaved-Cell, Follicular"
2547,C0079758,"Lymphoma, Mixed-Cell, Follicular"
12641,C1956130,"Lymphoma, Follicular, Grade 1"
12642,C1956131,"Lymphoma, Follicular, Grade 3"
10296,C1504404,Hippocampal sclerosis
12340,C1864389,PREMATURE CHROMATID SEPARATION TRAIT
10745,C1720860,"Familial Partial Lipodystrophy, Type 2"
2401,C0041408,Turner Syndrome
2500,C0043395,Yellow Fever
4177,C0265215,Meckel-Gruber syndrome
13091,C2673873,BARDET-BIEDL SYNDROME 13
17009,C4310705,JOUBERT SYNDROME 28
10510,C1567435,Polycystic Kidney - body part
13931,C2936862,Bardet-Biedl syndrome 1 (disorder)
14104,C3150796,NEPHRONOPHTHISIS 11
10576,C1691228,Cystic Kidney Diseases
11492,C1846357,Meckel syndrome type 3
12011,C1857662,COACH syndrome
2145,C0036391,Schwartz-Jampel Syndrome
13633,C2887643,Barrett's esophagus without dysplasia
6925,C0432316,Epidermolysis bullosa simplex with mottled pigmentation
17901,C4707237,Striate palmoplantar keratoderma
4073,C0263580,Ichthyosis hystrix
2210,C0037769,West Syndrome
12070,C1858391,ATAXIA-TELANGIECTASIA-LIKE DISORDER
15907,C4012790,Ataxia-Telangiectasisa-Like Disorder 1
6353,C0349711,Sialic storage disease
13083,C2673630,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 5 (disorder)"
10494,C1563716,Thyroid Dysgenesis
4347,C0266283,Ectopic thyroid tissue (disorder)
7929,C0749420,Thyroid Agenesis
7112,C0494261,Combined immunodeficiency
3922,C0242006,Myelofibrosis due to another disorder
3769,C0236792,Asperger Syndrome
461,C0008733,Chylothorax
9449,C1282974,von Willebrand disease type 2M
4709,C0268800,Simple renal cyst
2215,C0037859,Spermatocele
14774,C3495721,Spitzoid melanoma
2751,C0149778,Soft Tissue Infection
3220,C0162809,Kallmann Syndrome
17208,C4330531,Large Cell/Anaplastic Medulloblastoma
17547,C4551463,Colon adenoma
10340,C1512508,Human herpesvirus 8 infection
2820,C0151718,Hypocholesterolemia
16203,C4024988,Intestinal carcinoid
8499,C0850639,premalignant lesion
16298,C4049435,Chronic hepatitis C genotype 3
4475,C0267941,"Pancreatitis, Acute Necrotizing"
7693,C0700509,Chronic peptic ulcer
2191,C0037199,Sinusitis
8174,C0751656,"Nemaline Myopathy, Autosomal Dominant"
16116,C4021133,Left ventricular noncompaction cardiomyopathy
15565,C3825879,Otitis media in children
728,C0014118,Endocarditis
2134,C0036330,Schistosomiasis mansoni
10468,C1541923,Infective endocarditis
729,C0014121,Bacterial Endocarditis
4433,C0267370,Angiodysplasia of colon
2610,C0085411,Angiodysplasia
12666,C1959632,Plasma Cell Neoplasm
15535,C3811918,GRN-related frontotemporal dementia
8015,C0751072,Frontotemporal Lobar Degeneration
4847,C0271441,Chronic otitis media
13068,C2673196,LIPOPROTEIN GLOMERULOPATHY
10452,C1536085,Geographic Atrophy
3663,C0234119,Neuromuscular inhibition
13027,C2585350,Hereditary hyperhomocysteinemia
7436,C0578870,Chronic idiopathic urticaria
6043,C0343055,Generalized pustular psoriasis
6042,C0343052,Guttate psoriasis
225,C0004626,"Pneumonia, Bacterial"
6941,C0432408,Trisomy 12
13661,C2919796,Glycogen storage disease type Ia
3567,C0221169,Hemiballismus
8300,C0752196,Ballismus
6992,C0454606,Oral Dyskinesia
2868,C0152115,Lingual-Facial-Buccal Dyskinesia
13949,C2939094,Skin sensitisation
2211,C0037772,Spastic Paraplegia
2194,C0037231,Sjogren-Larsson Syndrome
12052,C1858142,"ICHTHYOSIS, LAMELLAR, 3"
12051,C1858133,"Ichthyosis, Nonlamellar and Nonerythrodermic, Congenital, Autosomal Recessive"
6503,C0393814,Hereditary liability to pressure palsies
4996,C0272398,Dermatopathic lymphadenitis
1429,C0024205,Lymphadenitis
6554,C0398597,Histiocytic syndrome
1086,C0019618,Histiocytosis
8344,C0795816,"Chromosome 6, monosomy 6q"
6501,C0393807,Hereditary motor and sensory neuropathy with optic atrophy (disorder)
17580,C4551508,Dominant hereditary optic atrophy
5685,C0338508,Optic Atrophy 1
1707,C0028259,Nodule
17686,C4551951,Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1
10589,C1698259,HCV coinfection
11891,C1855119,Methylmalonic aciduria
12756,C1969799,"Severe Combined Immunodeficiency with Microcephaly, Growth Retardation, and Sensitivity to Ionizing Radiation"
14387,C3266102,Steroid resistant nephrotic syndrome of childhood
201,C0004045,Asphyxia Neonatorum
6846,C0431478,Posteriorly rotated ear
2257,C0038379,Strabismus
15374,C3809007,CARDIOFACIOCUTANEOUS SYNDROME 4
15373,C3809006,CARDIOFACIOCUTANEOUS SYNDROME 3
4909,C0271901,Microcytic hypochromic anemia (disorder)
7939,C0750145,Occlusive vascular disease
13838,C2931735,Epidermolytic palmoplantar keratoderma Vorner type
6052,C0343110,Epidermolytic palmoplantar keratoderma of Vorner
4049,C0263367,KĂśbner phenomenon
6742,C0410005,Nodular fasciitis
8158,C0751604,Hereditary X-Linked Recessive Spastic Paraplegia
7269,C0543612,Cervical syndrome
12219,C1861537,OROFACIAL CLEFT 1
4684,C0268631,succinic semialdehyde dehydrogenase deficiency
613,C0011757,Developmental Coordination Disorder
11948,C1856113,Mowat-Wilson syndrome
2410,C0041834,Erythema
