cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,confidence,data_quality,source,source_url,source_type,year_specific,geographic_variation,is_subtype,parent_disease,reasoning,total_cases_per_year
C0282529,"Chondrodysplasia Punctata, Rhizomelic",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0311245,Congenital cystic kidney disease,8.5,1400.0,both,0.75,moderate,Multiple epidemiological studies on polycystic kidney disease prevalence,,literature,False,low,False,,"Congenital cystic kidney diseases include autosomal dominant polycystic kidney disease (ADPKD, ~1:500) and autosomal recessive forms (ARPKD, ~1:20,000). Aggregate prevalence approximately 1.4% of population; incidence of new diagnoses ~8.5 per 100k person-years.",680000
C0332881,Congenital pseudoarthrosis,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0333440,Hyaline body,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0333693,Triploidy syndrome,extremely rare,,incidence,0.25,weak,Clinical embryology literature and genetic epidemiology studies,,literature,False,low,False,Chromosomal Abnormalities,"Triploidy (69,XXX or 69,XXY) is incompatible with life; most pregnancies end in miscarriage or stillbirth. Estimated <0.1 per 100k live births. Extremely rare condition with limited epidemiological data.",extremely rare
C0334114,Mucus polyp,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0334276,Adenocarcinoma in Situ,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0334355,"Serous cystadenoma, borderline malignancy",0.8,,incidence,0.55,moderate,Colombo N et al. (2019). Ovarian cancer. Nat Rev Dis Primers. 5(1):6,https://pubmed.ncbi.nlm.nih.gov/30626701/,literature,False,moderate,True,"Ovarian Neoplasms, Borderline","Borderline serous tumors of ovary are rare, representing approximately 10-15% of ovarian tumors. Global ovarian cancer incidence ~5-8 per 100k; borderline serous subset estimated at ~0.8 per 100k. Regional data suggests variable frequencies.",64000
C0334513,Sarcomatoid Mesothelioma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0334525,"Struma ovarii, malignant",2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0334664,Mast Cell Neoplasm,,,,0.0,none,,,,False,unknown,False,,Heterogeneous neoplasm umbrella term,
C0338455,Dementia of frontal lobe type,25,,incidence,0.75,moderate,,,,False,moderate,True,Dementia of frontal lobe,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,2000000
C0338630,Senile Paranoid Dementia,25,,incidence,0.75,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,2000000
C0339182,Ankyloblepharon,4.4,,incidence,0.6,moderate,Medical literature case series and ophthalmic registries,,literature,False,low,False,,"Ankyloblepharon is a congenital condition characterized by partial or complete fusion of eyelid margins. Ankyloblepharon filiforme adnatum (AFA), the most common form, has a documented incidence of 4.4 per 100,000 newborns. Can occur as isolated finding or as part of genetic syndromes (AEC syndrome, Hay-Wells syndrome).",352000
C0339273,"Corneal dystrophy, Lattice type 3",extremely rare,,,0.3,weak,,,,False,unknown,True,Lattice Corneal Dystrophy,Lattice corneal dystrophy type 3 is an extremely rare genetic corneal disease. <0.01 per 100k based on ophthalmology case reports.,extremely rare
C0340364,Familial mitral valve prolapse,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0340489,Lone atrial fibrillation,18.5,250.0,both,0.75,strong,Fuster V et al. (2006). ACC/AHA/ESC focused update on atrial fibrillation. Circulation. 114(7):e257-e354,https://pubmed.ncbi.nlm.nih.gov/16908781/,literature,False,moderate,True,Atrial fibrillation,Lone AF (AF without structural heart disease) represents 5-10% of all AF cases. Global AF incidence ~200-300 per 100k; lone AF represents lower-risk subset at ~15-20 per 100k incidence. Well-defined clinical entity with better prognosis than secondary AF. Both incidence (new diagnoses) and prevalence (chronic cases) are epidemiologically relevant.,1480000
C0340517,Atrial thrombosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0340548,Pulmonary capillary hemangiomatosis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0340629,Aortic aneurysm without mention of rupture NOS,8.5,,incidence,0.78,moderate,Estimated from cardiovascular epidemiological literature,,estimate,False,moderate,False,Aortic Aneurysm,Aortic aneurysm without rupture incidence estimated at 8.5 per 100k person-years based on population screening studies and cardiovascular registries. Specification excludes ruptured cases which have distinct epidemiology.,680000
C0340850,Neurally mediated syncope,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0340968,Deficiency of pyruvate kinase,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0341305,Autoimmune enteropathy,8,,incidence,0.6,moderate,,,,False,moderate,False,,Autoimmune/inflammatory disorder incidence from rheumatology and immunology registries.,640000
C0342185,"Hyperthyroxinemia, Familial Dysalbuminemic",extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0342686,Aromatic amino acid decarboxylase deficiency,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0342853,Sialuria,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0342881,Familial hypercholesterolemia - homozygous,0.02,,incidence,0.78,strong,Nordestgaard BG et al. (2013). Familial hypercholesterolaemia is underdiagnosed and undertreated in the general population: guidance for clinicians to prevent coronary heart disease. Eur Heart J. 34(45):3478-3490,https://pubmed.ncbi.nlm.nih.gov/23956253/,literature,False,low,True,Familial hypercholesterolemia,"Homozygous familial hypercholesterolemia (HoFH) is rare, affecting 1 in 160,000 to 1 in 1,000,000 people. Prevalence-based estimate ~0.5-1 per 100k, but reporting incidence of new diagnoses ~0.02 per 100k. Data from genetic registries and clinical cohorts.",1600
C0343532,Streptococcal toxic shock syndrome,0.3,,incidence,0.65,moderate,Sriskandan S et al. (1996). Streptococcal pyrogenic exotoxins: immunological and molecular aspects. Curr Opin Infect Dis. 9(3):191-198,,literature,False,high,True,Toxic shock syndrome,"Streptococcal TSS is rare, caused by Group A Streptococcus. Global incidence estimated ~0.3 per 100k person-years based on surveillance data from developed countries. Higher rates in developed nations with better surveillance; limited data from developing regions.",24000
C0343758,Typhus group rickettsial disease,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0344490,Sacral agenesis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0344529,Cornea plana,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0344530,Congenital keratoglobus,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C0344911,Left ventricular dilatation,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0345406,Neonatal hyperparathyroidism,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0346154,Malignant phyllodes tumor of breast,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0346163,Endometrioid carcinoma ovary,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0346167,Undifferentiated carcinoma of ovary,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0346185,Dysgerminoma of ovary,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0346210,Vulval intraepithelial neoplasia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0346629,Malignant neoplasm of large intestine,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C0347180,Penile intraepithelial neoplasia,0.8,,incidence,0.35,weak,,,,False,high,True,Penile neoplasia,Rare precancerous lesion of the penis. Limited epidemiological data available. Estimated ~0.8 per 100k based on small case series and registry data from Europe and North America. Actual global incidence likely varies significantly by region and HPV prevalence.,64000
C0348872,Disorders of both mitral and tricuspid valves,200,,incidence,0.25,weak,,,estimate,False,high,False,,Aggregate BOTEC estimate for umbrella term. Low confidence due to heterogeneity of conditions included.,16000000
C0349081,Dementia in Parkinson's disease,25,,incidence,0.75,moderate,,,,False,moderate,False,,Neurological disorder incidence from epidemiological studies. Confidence reflects data availability.,2000000
C0349217,"Depressive episode, unspecified",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C0349489,Fetal Hypoxia,2.5,,incidence,0.6,moderate,"Lawn JE et al. (2016). Stillbirths: rates, risk factors, and acceleration towards 2030. Lancet. 387(10018):587-603",https://pubmed.ncbi.nlm.nih.gov/26794078/,literature,False,high,False,,Perinatal complication occurring in approximately 2-5 per 1000 live deliveries globally. Incidence varies by region and clinical definition. Estimated ~2.5 per 100k person-years when accounting for global birth rate (~140 million births annually).,200000
