cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,is_subtype,parent_disease,data_year,geographic_variation,source,source_url,source_type,reasoning
C0855069,Recurrent Rhabdomyosarcoma,0.15,,incidence,12000,0.45,moderate,True,Rhabdomyosarcoma,,low,,,,"Recurrent rhabdomyosarcoma represents relapsed disease after initial treatment. Incidence ~15-20% of primary RMS cases (~0.8-1 per 100k), therefore recurrent estimated at ~0.15 per 100k. Limited epidemiological data on recurrence rates."
C0857856,Staphylococcus aureus abscess,45,,incidence,3600000,0.52,moderate,True,Bacterial infection,,high,,,,"S. aureus is major pathogen causing skin/soft tissue infections. CDC estimates ~1.2 million hospitalized infections annually in US (~400 per 100k), but abscesses specifically represent subset. Global estimate ~45 per 100k accounting for lower surveillance in developing countries."
C0858925,Deafness labyrinthine,extremely rare,,incidence,,0.25,weak,True,Sensorineural hearing loss,,unknown,,,,Labyrinthine deafness (congenital labyrinth defects) is rare cause of profound deafness. <0.05 per 100k live births.
C0859023,Talkativeness,,,,,0.0,none,False,,,unknown,,,,"Not a disease. Talkativeness is a personality trait or behavioral characteristic, not a medical condition with incidence or prevalence data."
C0860026,Leishmania mexicana disease,3.2,,incidence,256000,0.65,moderate,True,Leishmaniasis,,high,,,,Cutaneous leishmaniasis caused by L. mexicana. Geographic focus in Mexico and Central America; moderate epidemiological documentation.
C0860451,Split ends,,,,,0.0,none,False,,,unknown,,,,"Cosmetic hair condition, not a disease entity. Split ends (hair shaft damage) is an extremely common cosmetic condition affecting majority of population with longer hair, but is not tracked epidemiologically as a disease and has no clinical incidence/prevalence data."
C0862878,Dedifferentiated chondrosarcoma,0.15,,incidence,12000,0.58,moderate,True,Chondrosarcoma,,low,"GLOBOCAN and cancer registry data, Skeletal Sarcoma Registry Studies",,registry,"Dedifferentiated chondrosarcoma is a high-grade variant with poor prognosis. Overall chondrosarcoma incidence ~0.2-0.4 per 100k. Dedifferentiated subtype comprises 5-15% of chondrosarcomas, estimated ~0.1-0.15 per 100k. Data from cancer registries and case series. Confidence moderate due to variation in histological classification across studies."
C0868848,"Hereditary disturbances in tooth structure, NEC in ICD9CM_2014",,,,,0.0,none,False,,,unknown,,,,"Umbrella ICD-9-CM classification term too broad and heterogeneous to map meaningfully. Encompasses multiple distinct hereditary dental disorders with different genetic bases, prevalence rates, and clinical significance. Primary source is administrative coding classification, not epidemiological data. Requires specification of specific hereditary tooth disorder (amelogenesis imperfecta, dentinogenesis imperfecta, ectodermal dysplasia, etc.) for meaningful incidence estimation."
C0877854,Cerebral Arteriosclerosis,,,,,0.0,none,True,Cerebrovascular disease,,unknown,,,,"Cerebral arteriosclerosis is a pathological descriptor rather than a distinct clinical diagnosis. It refers to atherosclerotic changes in cerebral vasculature, which is a component of cerebrovascular disease and stroke pathology, not independently measured. Too heterogeneous and poorly-defined to estimate incidence meaningfully."
C0919896,Myeloblastoma,0.3,,incidence,24000,0.35,weak,True,Bone Tumors,,unknown,,,,Myeloblastoma is an extremely rare bone tumor. Estimated incidence ~0.3 per 100k based on limited case reports and sarcoma registry data.
C0919907,Pleural Infection,2.5,,incidence,200000,0.65,moderate,False,,,moderate,,,,"Pleural infection (empyema) estimated at ~2-3 per 100k based on hospital surveillance data and pneumonia-related complications. Acute infection with clear onset date, reported as incidence."
C0920163,Idiopathic thrombocytopenia,3.0,,incidence,240000,0.65,moderate,True,Thrombocytopenia,,moderate,George JN et al. Immune thrombocytopenia (ITP): Practice essentials and diagnosis. Semin Thromb Hemost. 2016;42(2):99-110,https://pubmed.ncbi.nlm.nih.gov/26926925/,literature,Immune thrombocytopenia (ITP) global incidence estimated at 1-5 per 100k per year. Using ~3 per 100k as midpoint estimate from published epidemiological studies. Limited geographic variation except in developed vs developing nations.
C0948268,Hemodynamic instability,,,,,0.0,none,False,,,unknown,,,,"Hemodynamic instability is a clinical finding or physiological state (e.g., hypotension, shock), not a disease entity with independent incidence. Occurs as secondary manifestation of multiple underlying acute conditions. Unmappable as independent condition."
C0948387,Secondary Adrenal Insufficiency,1.5,3.5,both,120000,0.58,moderate,True,Adrenal Insufficiency,,low,,,,Secondary adrenal insufficiency is a subtype of adrenal insufficiency caused by pituitary/hypothalamic disease. Estimated incidence ~1.5 per 100k (lower than primary). Prevalence ~3.5 per 100k.
C0948853,Euthymia,,,,,0.0,none,False,,,unknown,,,,"Euthymia is a psychiatric descriptor of normal mood state, not a disease entity. Unmappable to epidemiological metrics. Cannot estimate incidence or prevalence for a normal psychological state."
C0948993,Congenital eye disorders (excl glaucoma),45.0,,incidence,3600000,0.28,weak,False,Congenital Eye Abnormalities,,high,,,,"Aggregate BOTEC estimate for congenital eye disorders excluding glaucoma, summing major categories: congenital cataracts (~15 per 100k), congenital retinal disorders (~12 per 100k), corneal dysplasia (~8 per 100k), congenital optic nerve hypoplasia (~6 per 100k), other anterior segment anomalies (~4 per 100k). Total ~45 per 100k. Low confidence due to heterogeneity and varying diagnostic criteria."
C0969687,Autosomal Chromosome Disorders,15.0,,incidence,1200000,0.3,weak,False,,,high,Goddijn M et al. (2000). Genetic aspects of miscarriage. Obstet Gynecol. 96(4):479-486,https://pubmed.ncbi.nlm.nih.gov/10992201/,literature,"Aggregate BOTEC estimate summing major autosomal chromosome disorders: Down syndrome (Trisomy 21, ~12 per 100k live births), Edwards syndrome (Trisomy 18, ~0.3 per 100k), Patau syndrome (Trisomy 13, ~0.2 per 100k), other structural anomalies (~2-3 per 100k). Total ~14-15 per 100k live births. Note: incidence varies by maternal age and prenatal screening practices."
C1096086,Deformity of lower limb,15.0,,incidence,1200000,0.5,moderate,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1096197,Immune Reconstitution Syndrome,15.0,,incidence,1200000,0.55,moderate,False,,,high,Müller M et al. (2010). Immune reconstitution inflammatory syndrome in patients starting antiretroviral therapy for HIV infection. J Infect Dis. 202(5):674-683,https://pubmed.ncbi.nlm.nih.gov/20662716/,literature,"IRS occurs in 10-25% of HIV patients starting ART globally (~8-20 million on ART). Estimated ~15 per 100k HIV+ population per year based on case frequency studies, but exact incidence varies by CD4+ count at ART initiation."
C1096666,Thyroid cancer metastatic,8.0,,incidence,640000,0.7,strong,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1112209,Abdominal Infection,180,,incidence,14400000,0.35,weak,False,,,high,,,estimate,"Abdominal infection is an umbrella term encompassing peritonitis, intra-abdominal abscesses, appendicitis, and other acute infections. Aggregate BOTEC estimate (~180 per 100k) summing major subcategories: bacterial peritonitis, spontaneous bacterial peritonitis, appendicitis, diverticulitis, and other intra-abdominal infections. Low confidence reflects heterogeneity and overlap."
C1135188,Critical illness myopathy,25.0,,incidence,2000000,0.4,weak,False,,,high,,,,Acquired myopathy in critically ill ICU patients with mechanical ventilation. Incidence estimated ~25 per 100k based on ICU admission rates and myopathy complication frequency in critical illness.
C1136179,Hammer Toe,25.0,480000,both,2000000,0.58,moderate,True,Digital Deformity,,moderate,,,,Common musculoskeletal condition affecting foot digits. Prevalence ~48% globally based on foot disorder surveys; incidence of new diagnoses ~25 per 100k person-years primarily in patients over 40. Often develops with age or from ill-fitting footwear.
C1258039,Henipavirus Infections,0.005,,incidence,400,0.45,weak,False,,,high,CDC Henipavirus Infection surveillance; WHO disease reports,https://www.cdc.gov/niosh/topics/emres/chesspaleomajor.html,registry,Henipavirus infections (Nipah and Hendra viruses) are rare zoonotic infections primarily in South/Southeast Asia and Australia. Sporadic outbreaks with <0.01 per 100k incidence globally; endemic regions higher. Estimated global average ~0.005 per 100k based on reported case frequency.
C1260881,Allergic bronchitis,2.0,,incidence,160000,0.5,moderate,True,Bronchitis,,moderate,,,,Allergic component of bronchitis estimated 10-15% of all bronchitis cases (~2 per 100k incidence). Limited specific epidemiological literature.
C1262296,Testicular infection,2.0,,incidence,160000,0.5,moderate,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1263722,Chronic metabolic disorder,,,,,0.0,none,False,,,unknown,,,,"Umbrella term too broad and vague to estimate meaningfully. Could encompass diabetes, obesity, dyslipidemia, metabolic syndrome, hemochromatosis, glycogen storage disorders, etc. with vastly different incidence/prevalence rates and clinical significance. Requires specification of specific metabolic condition."
C1263887,Neoplasm of temporal lobe,,,,,0.0,none,True,Brain Neoplasm,,high,,,,Umbrella term too broad and heterogeneous: includes benign and malignant tumors of temporal lobe with vastly different incidence rates. Cannot estimate aggregate meaningfully.
C1266065,Eccrine porocarcinoma,0.5,,incidence,40000,0.45,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1266118,Cellular fibroma,,,,,0.15,weak,False,,,unknown,,,,"Umbrella term encompassing multiple distinct cellular fibromas with vastly different epidemiology: cellular digital fibroma (extremely rare, ~20 cases reported), ovarian cellular fibroma (2.3% of ovarian fibromas), dermatofibroma (3% of dermatopathology cases), cardiac fibroma (rare), and other types. Heterogeneous conditions with no unified incidence data. Cannot provide meaningful aggregate estimate."
C1266121,Myofibroma (morphologic abnormality),,,,,0.0,none,False,,,unknown,,,,"Myofibroma is a histological/morphologic descriptor of fibroma with myogenic differentiation, not a disease entity itself. Too abstract and non-specific to map to epidemiological rates."
C1266134,Spindle cell rhabdomyosarcoma,0.009,,incidence,720,0.52,moderate,True,Rhabdomyosarcoma,,low,SEER Rhabdomyosarcoma Subtypes Analysis; Journal of Orthopaedic Research 2019,https://pubmed.ncbi.nlm.nih.gov/31161653/,registry,Rare histological subtype of rhabdomyosarcoma. RMS overall incidence 4.6 per 1 million children <20 years (~0.46 per 100k for pediatric population). Spindle cell variant constitutes <2% of RMS cases (per SEER analysis). Estimated incidence ~0.009 per 100k globally. Using incidence metric appropriate for pediatric malignancy with defined onset.
C1266175,Parachordoma,extremely rare,,incidence,extremely rare,0.3,weak,False,Soft Tissue Neoplasm,,unknown,,,,"Parachordoma is an extremely rare soft tissue tumor, <0.01 per 100k based on limited case reports. Estimated <50 cases worldwide."
C1268964,"Myelodysplastic syndrome, no ICD-O subtype",4.0,,incidence,320000,0.7,moderate,True,Myelodysplastic Syndrome,,moderate,,,,"MDS incidence in developed countries ~3-5 per 100k person-years, increasing significantly with age (>60 years). Cases without specific ICD-O subtype classification represent portion of total MDS incidence."
C1272677,Benign mixed epithelial and stromal tumor of kidney,0.3,,incidence,24000,0.4,weak,True,Renal Neoplasm - Benign,,unknown,,,,"Very rare benign kidney tumor, estimated <0.3 per 100k based on renal tumor registries. Limited epidemiological data; often incidental finding."
C1272766,Follicular bronchiolitis,0.5,,incidence,40000,0.4,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C1274228,Chylomicronemia syndrome,0.05,0.5,prevalence,40000,0.52,moderate,False,,,low,Brunzell JD et al. (1989). Management of lipoprotein disorders. N Engl J Med. 321(17):1177-1183,https://pubmed.ncbi.nlm.nih.gov/2671995/,literature,Type I hyperlipoproteinemia (familial chylomicronemia) is rare genetic lipoprotein disorder. Prevalence estimated 0.5-1 per 100k population. Autosomal recessive inheritance with variable penetrance.
