cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,is_subtype,parent_disease,reasoning,data_quality,geographic_variation,year_specific,data_year,source,source_url,source_type
C0035934,Rubinstein-Taybi Syndrome,0.06,,incidence,4800,0.62,False,,"Rare genetic syndrome with broad thumbs, facial features, intellectual disability. Birth prevalence ~1 in 125,000 (0.06 per 100k).",moderate,low,False,,Hennekam RC (2006). Rubinstein-Taybi syndrome. Eur J Hum Genet. 14(9):981-985,https://pubmed.ncbi.nlm.nih.gov/16868561/,literature
C0036202,Sarcoidosis,,,,,0.5,False,,Limited epidemiological data available for Sarcoidosis.,moderate,moderate,False,,,,
C0036220,Kaposi Sarcoma,2.5,,incidence,200000,0.75,False,,"KS incidence strongly linked to HIV/AIDS prevalence. Global incidence ~2.5 per 100k in 2005, with dramatic variation: <0.1 in developed countries, >20 per 100k in sub-Saharan Africa during peak HIV epidemic.",strong,high,True,2005,"Parkin DM et al. Global cancer statistics, 2002. CA Cancer J Clin. 2005;55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature
C0036337,Schizoaffective Disorder,0.7,200,both,56,0.65,False,Psychotic Disorders,"Schizoaffective disorder incidence ~0.7 per 100k, prevalence ~200 per 100k based on epidemiological surveys.",moderate,moderate,False,,Perälä J et al. (2007). Lifetime prevalence of psychotic and bipolar I disorders in a general population. Arch Gen Psychiatry. 64(1):19-28,https://pubmed.ncbi.nlm.nih.gov/17199051/,literature
C0036341,Schizophrenia,15.2,400,both,1216000,0.82,False,,Well-defined psychiatric disorder with robust epidemiological data. Incidence approximately 15.2 per 100k person-years globally; lifetime prevalence approximately 0.4% (400 per 100k). Both metrics commonly reported; incidence shows peak onset in early adulthood.,strong,low,False,2005,"McGrath J et al. (2008). Schizophrenia: a concise overview of incidence, prevalence, and mortality. Epidemiol Rev. 30:67-76",https://pubmed.ncbi.nlm.nih.gov/18480098/,literature
C0036346,"Schizophrenia, Childhood",0.04,,incidence,3200,0.55,True,Schizophrenia,Childhood-onset schizophrenia (onset before age 13) is extremely rare: ~0.04 per 100k children per year based on pediatric psychiatric literature. Much rarer than adult-onset schizophrenia.,moderate,low,False,,"Remschmidt H et al. (2007). Schizophrenia in children and adolescents. Cambridge University Press, citing epidemiological studies",,literature
C0036420,Localized scleroderma,,,,,0.5,False,,Epidemiological data for Localized scleroderma requires further investigation.,moderate,moderate,False,,,,
C0036439,"Scoliosis, unspecified",,,,,0.5,False,,"Epidemiological data for Scoliosis, unspecified requires further investigation.",moderate,moderate,False,,,,
C0036529,"Myocardial Diseases, Secondary",2.0,,incidence,1600.0,0.45,True,Myocardial diseases,Secondary myocardial diseases: subset of heart muscle disease from other causes. Estimated ~2 per 100k.,weak,moderate,False,,,,
C0036631,Seminoma,2.5,,incidence,200000,0.78,True,Testicular Germ Cell Tumors,"Reporting incidence (new diagnoses). Seminoma accounts for ~50% of testicular cancer cases. With testicular cancer incidence at ~5-6 per 100k men globally (~2.5-3 per 100k total population), seminoma is ~2.5 per 100k.",strong,moderate,False,2005,McGlynn KA et al. (2005). Trends in the incidence of testicular germ cell tumors in the United States. Cancer. 97(1):63-70,https://pubmed.ncbi.nlm.nih.gov/12491506/,literature
C0036646,Age-related cataract,,8500,prevalence,680000000,0.68,True,Cataract,"Age-related cataract measured as prevalence (chronic condition). WHO 2004-2005 data indicates cataract affects ~8-9% of global population over age 40, representing the largest cause of blindness globally. Prevalence more appropriate than incidence for this progressive condition.",strong,moderate,False,2004,"Pascolini D, Mariotti SP. (2012). Global estimates of visual impairment: 2010. Br J Ophthalmol. 96(5):614-618",https://pubmed.ncbi.nlm.nih.gov/22133988/,literature
C0036690,Septicemia,75,,incidence,6000000,0.62,True,Sepsis,Septicemia (bloodstream infection) is a specific subtype of sepsis. Incidence estimated ~75 per 100k based on blood culture-confirmed bacteremia rates from hospital registries.,moderate,high,False,,,,
C0036920,Sezary Syndrome,extremely rare,,incidence,extremely rare,0.35,True,Cutaneous T-Cell Lymphoma,Rare leukemic variant of cutaneous T-cell lymphoma. Estimated <0.1 per 100k based on SEER and registry data. Represents ~5% of CTCL cases.,weak,unknown,False,,Bradford PT et al. (2009). Cutaneous lymphoma incidence patterns in the United States. Arch Dermatol. 145(8):870-6,https://pubmed.ncbi.nlm.nih.gov/19687417/,literature
C0037116,Silicosis,2.5,,incidence,200000,0.62,False,,"Occupational lung disease from silica exposure. Global incidence ~2-3 per 100k per year, varying widely by industrial exposure and protective measures.",moderate,high,False,2003,WHO (2003). Elimination of silicosis. GOHNET Newsletter.,https://www.who.int/occupational_health/publications/newsletter/en/gohnet12e.pdf,registry
C0037274,Dermatologic disorders,,,,,0.0,False,,Dermatologic disorders is umbrella term too broad to estimate. Would require specification of disease type.,none,unknown,False,,,,
C0037284,Skin lesion,,,,,0.0,False,,"Skin lesion is an overly generic, descriptive term covering benign lesions (moles, tags, warts), inflammatory conditions (dermatitis, eczema), infections (fungal, bacterial), and malignant neoplasms (melanoma, non-melanoma skin cancer). Too heterogeneous and non-specific to estimate meaningfully. Requires specification of lesion type and etiology for epidemiological mapping.",none,unknown,False,,,,
C0037299,Skin Ulcer,450,,incidence,36000000,0.35,False,,"Broad umbrella term including pressure ulcers, venous ulcers, arterial ulcers, diabetic ulcers. Aggregate estimate ~450 per 100k. Low confidence due to heterogeneity and varying definitions.",weak,moderate,False,,,,
C0037315,Sleep Apnea Syndromes,,6000,prevalence,480000000,0.72,False,,"Sleep apnea is a chronic condition best measured by prevalence rather than incidence. Global prevalence estimated at 5-7% of adult population (~6000 per 100k) based on meta-analyses of population studies. Includes obstructive (OSA), central (CSA), and mixed subtypes.",moderate,high,False,,Benjafield AV et al. (2019). Estimation of the global prevalence and burden of obstructive sleep apnoea: a literature-based analysis. Lancet Respir Med. 7(8):687-698,https://pubmed.ncbi.nlm.nih.gov/31219791/,literature
C0037354,Smallpox,0.0,,incidence,0,1.0,False,,Eradicated disease. Last natural case in 1977. WHO certified eradication in 1980. Current incidence is zero.,strong,low,False,2005,WHO smallpox eradication programme,https://www.who.int/news-room/feature-stories/detail/the-smallpox-eradication-programme,registry
C0037579,Soft Tissue Neoplasms,,,,,0.0,False,,"Umbrella term too heterogeneous: includes benign soft tissue tumors (lipomas, hemangiomas - extremely common) and malignant sarcomas (rare, ~5 per 100k). Vastly different clinical significance and epidemiology make aggregate estimate meaningless.",none,high,False,,,,
C0038013,Ankylosing spondylitis,7.3,,,584000.0,0.75,False,Spondyloarthropathies,Well-characterized autoimmune arthritis. Global incidence ~7-8 per 100k based on population studies.,moderate,moderate,False,,Population-based epidemiological studies,,literature
C0038160,Staphylococcal Infections,2000.0,,incidence,160000000,0.62,False,,"All staph infections (skin, soft tissue, bacteremia, endocarditis). Very common. Incidence ~1,500-2,500 per 100k per year. Lower confidence due to broad category.",moderate,moderate,False,,,,
C0038165,Staphylococcal Scalded Skin Syndrome,0.5,,incidence,40,0.45,False,Staphylococcal Infections,Staphylococcal scalded skin syndrome is rare acute condition. Estimated incidence ~0.5 per 100k based on case reports.,weak,moderate,False,,,,
C0038354,Stomach Diseases,,,,,0.0,False,,"Umbrella term covering vastly different conditions (gastritis, peptic ulcers, gastric cancer, gastroparesis, etc.) with different incidence rates, severities, and clinical significance. Too heterogeneous to estimate meaningfully.",none,high,False,,,,
C0038356,Stomach Neoplasms,,,,,0.0,False,,"Umbrella term too heterogeneous to estimate meaningfully: includes gastric adenocarcinoma (most common, ~10-15 per 100k), gastric lymphoma (<1 per 100k), GISTs (~1-2 per 100k), benign polyps, and other rare tumors with vastly different incidence rates and clinical significance.",none,high,False,,,,
C0038358,Gastric ulcer,40.0,,incidence,3200000,0.68,True,Peptic Ulcer Disease,Stomach ulcers. Incidence ~30-50 per 100k per year (40 estimate). Declining with H. pylori treatment.,moderate,high,False,,,,
C0038436,Post-Traumatic Stress Disorder,,350,prevalence,28000000,0.65,False,,PTSD primarily measured as prevalence (~3.5% or 350 per 100k adults). Incidence poorly documented as onset varies widely after trauma exposure. Using prevalence data from epidemiological studies.,moderate,high,False,2005,Kessler RC et al. (2005). Lifetime prevalence and age-of-onset distributions of DSM-IV disorders. Arch Gen Psychiatry. 62(6):593-602,https://pubmed.ncbi.nlm.nih.gov/15939837/,literature
C0038443,"Stress, Psychological",,,,,0.5,False,,"Epidemiological data for Stress, Psychological requires further investigation.",moderate,moderate,False,,,,
C0038454,Cerebrovascular accident,200.0,,incidence,16000000,0.85,False,,"Reporting incidence (new strokes per year). WHO STEPS Stroke 2005 data shows global stroke incidence ~200 per 100k person-years, with significant geographic variation.",strong,high,True,2005,Strong K et al. (2007). Preventing stroke: saving lives around the world. Lancet Neurol. 6(2):182-187,https://pubmed.ncbi.nlm.nih.gov/17239805/,literature
C0038525,Subarachnoid Hemorrhage,9.1,,incidence,728000,0.85,True,Hemorrhagic Stroke,"Acute cerebrovascular event. Global incidence ~9 per 100k per year based on systematic reviews. Higher in certain regions (Japan, Finland).",strong,high,False,2007,de Rooij NK et al. (2007). Incidence of subarachnoid haemorrhage. Stroke. 38(5):1537-1542,https://pubmed.ncbi.nlm.nih.gov/17395864/,literature
C0038587,Substance Withdrawal Syndrome,100.0,,incidence,8000000,0.52,False,,"Withdrawal from alcohol, opioids, benzodiazepines, etc. Incidence ~80-120 per 100k per year. Lower confidence due to heterogeneity and underreporting.",moderate,high,False,,,,
C0038644,Sudden infant death syndrome,7.5,,incidence,6000,0.75,False,,"SIDS incidence ~0.55 per 1000 live births globally in 2005 (post Back-to-Sleep era). With ~133M births/year globally, approximately 73,000 SIDS deaths/year. Reported per 100k infants (0-1 year population ~133M, or ~1.7% of 8B = 136M) = ~54 per 100k infants. Converted to general population incidence: ~7.5 per 100k person-years. High geographic variation (0.2-0.8 per 1000 births).",strong,high,True,2005,Hauck FR et al. (2008). International trends in sudden infant death syndrome: stabilization of rates requires further action. Pediatrics. 122(3):660-666,https://pubmed.ncbi.nlm.nih.gov/18762537/,literature
C0038826,Superinfection,50,,incidence,4000,0.4,False,Infections,Superinfection (secondary infection) is outcome of various conditions. Estimated incidence ~50 per 100k as clinical event.,weak,high,False,,,,
C0039483,Giant Cell Arteritis,10.0,,incidence,800000,0.82,True,Vasculitis,"GCA incidence varies by age and geography. Population-adjusted global average ~10 per 100k, with peak incidence 15-25 per 100k in populations >50 years. Strong registry data from Northern Europe and North America.",strong,high,False,2004,Salvarani C et al. (2004). Epidemiology of giant cell arteritis. Clin Exp Rheumatol. 22(6 Suppl 36):S23-7,https://pubmed.ncbi.nlm.nih.gov/15675131/,literature
C0039538,Teratoma,2.0,,incidence,160000,0.65,True,Germ Cell Tumor,"All teratomas combined (mature and immature, all sites). Incidence ~2 per 100k per year across all ages.",moderate,low,False,,,,
C0039585,Androgen-Insensitivity Syndrome,,2.0,prevalence,160000,0.55,False,,"Genetic condition present from birth, so prevalence is more appropriate than incidence. Complete AIS prevalence ~1-2 per 100k; partial AIS may be slightly higher. Limited population-based studies; confidence moderate due to underdiagnosis.",moderate,low,False,,Hughes IA et al. (2006). Consensus statement on management of intersex disorders. Arch Dis Child. 91(7):554-563,https://pubmed.ncbi.nlm.nih.gov/16624884/,literature
C0039730,Thalassemia,,25,prevalence,2000000,0.65,False,,"Umbrella term for alpha and beta thalassemia. Reporting prevalence of symptomatic disease (thalassemia major/intermedia) at ~25 per 100k globally. Well-studied genetic hemoglobinopathy with established epidemiology, though incidence varies dramatically by region (much higher in Mediterranean, Southeast Asia, Middle East). Carrier prevalence is much higher (~1500-3000 per 100k).",moderate,high,False,,WHO guidelines on thalassemia and hemoglobinopathies,,literature
C0039841,Thiamine Deficiency,5.0,,incidence,400000,0.52,False,,"Beriberi and Wernicke-Korsakoff syndrome. Incidence ~3-7 per 100k per year (5 estimate), higher in alcoholism. Lower confidence due to variable definitions.",moderate,high,False,,,,
C0040028,"Thrombocythemia, Essential",1.5,,incidence,120000,0.75,False,,Myeloproliferative neoplasm. Incidence ~1-2 per 100k per year (1.5 estimate) based on cancer registries.,strong,low,False,,Titmarsh GJ et al. (2014). Incidence of myeloproliferative neoplasms. Haematologica. 99(9):1472-1479,https://pubmed.ncbi.nlm.nih.gov/24790059/,literature
C0040034,Thrombocytopenia,50.0,,incidence,4000000,0.58,False,,"Low platelet count from multiple causes (ITP, drugs, infections, bone marrow disorders). Incidence ~40-60 per 100k per year. Lower confidence due to heterogeneity.",moderate,moderate,False,,,,
C0040100,Thymoma,0.15,,incidence,12000,0.85,True,Malignant neoplasm of thymus,Thymic tumors (thymoma and thymic carcinoma) have global incidence of ~0.15 per 100k person-years from GLOBOCAN 2005 cancer registry data. Thymomas represent approximately 40-50% of anterior mediastinal masses and 30-40% of all thymic neoplasms in adults.,strong,low,True,2005,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0040115,Thymus Hyperplasia,0.5,,incidence,40000,0.35,False,,Thymic hyperplasia often associated with myasthenia gravis or hyperthyroidism. Estimated ~0.5 per 100k based on imaging studies. Many cases asymptomatic and undetected.,weak,unknown,False,,,,
C0040136,Thyroid Neoplasm,,,,,0.0,False,,Umbrella term too heterogeneous: includes benign thyroid adenomas (prevalence ~5-10% of adults by autopsy/ultrasound) and malignant thyroid cancers (incidence ~10 per 100k). Vastly different clinical significance and epidemiological patterns. Not meaningful to aggregate.,none,high,False,,,,
