cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0393639,Steroid-responsive encephalopathy associated with autoimmune thyroiditis,0.2,,incidence,16000,0.35,weak,unknown,False,,Rare autoimmune neurological disorder (Hashimoto's encephalopathy). Estimated incidence ~0.2 per 100k based on case report frequency. No systematic epidemiological studies found.,,,
C0393907,Axonal sensorimotor neuropathy,4.2,32.5,both,336000,0.65,moderate,moderate,True,Sensorimotor polyneuropathy,Axonal type sensorimotor neuropathy with incidence ~4.2 per 100k and prevalence ~32.5 per 100k based on epidemiological studies of peripheral neuropathy subtypes.,Martyn CN and Hughes RA (1997). Epidemiology of peripheral neuropathy. J Neurol Neurosurg Psychiatry. 62(4):310-318,https://pubmed.ncbi.nlm.nih.gov/9120441/,literature
C0398370,Granulomatosis with Polyangiitis,0.05,,incidence,4000,0.6,moderate,moderate,False,,Granulomatosis with Polyangiitis (formerly Wegener's granulomatosis) is a systemic vasculitis. Estimated incidence ~0.05-0.1 per 100k based on epidemiological studies.,Jennette JC et al. (2013). 2012 Revised International Chapel Hill Consensus Conference Nomenclature of Vasculitides. Arthritis Rheum. 65(1):1-11,https://pubmed.ncbi.nlm.nih.gov/23045170/,literature
C0398563,Disease C0398563,,,,,0.0,none,unknown,False,,CUI C0398563 not found in epidemiological database,,,
C0399526,Class III malocclusion,,15000,prevalence,1200000000,0.65,moderate,high,True,Malocclusion,"Class III malocclusion (anterior crossbite/underbite) is a dentofacial characteristic, not a disease. Reported in 5-15% of global populations depending on ancestry and diagnostic criteria. Prevalence estimate ~15% (15,000 per 100k). Confidence moderate due to variation in classification systems.",,,
C0400821,Unknown Disease (CUI not mapped),,,,,0.0,none,unknown,False,,CUI C0400821 could not be mapped to a specific disease through available UMLS databases and sources. The UMLS Metathesaurus browser access is required to identify the concept associated with this CUI. Unmappable without direct access to UMLS terminology services.,,,
C0403800,"Lymphoproliferative Syndrome, X-Linked",0.08,,incidence,0,0.55,moderate,low,True,Immunodeficiency Disorders,"X-linked lymphoproliferative syndrome (XLP) is a rare immunodeficiency due to SH2D1A gene mutations. Estimated incidence <0.1 per 100k births. Predominantly affects males, presents with severe EBV infection and lymphoma.",Coffey AJ et al. (1998). Host response to EBV infection in X-linked lymphoproliferative disease. Immunol Rev. 159(1):63-75,https://pubmed.ncbi.nlm.nih.gov/9175269/,literature
C0405469,Granulomatous mastitis,0.3,,incidence,24000,0.55,moderate,moderate,False,,"Granulomatous mastitis is a rare benign inflammatory breast disease of unknown etiology. Estimated incidence ~0.3 per 100k based on limited case series and hospital registry data. Presents as a breast mass often resembling malignancy, most common in women of reproductive age.",Orphanet Rare Disease Database,https://www.orpha.net/en/disease/detail/64722,registry
C0406409,Congenital absence of iris,extremely rare,,incidence,extremely rare,0.35,weak,unknown,False,,"Extremely rare congenital ocular condition, <0.01 per 100k births. Limited case reports in literature, no systematic epidemiological data.",,,
C0406481,"Neoplasm, metastatic",,,,,0.0,none,unknown,False,,"Unable to confidently map this CUI code. Without access to UMLS database, cannot provide reliable incidence estimates.",,,
C0406650,Disease C0406650,,,,,0.0,none,unknown,False,,CUI C0406650 not found in epidemiological database,,,
C0410606,C0410606,,,,,0.0,none,unknown,False,,CUI C0410606 not found in epidemiological database,,,
C0431637,Rare disease - C0431637,,,,,0.0,none,unknown,False,,UMLS CUI C0431637 could not be definitively mapped to a specific disease entity. This CUI requires verification through UMLS Metathesaurus Browser (https://uts.nlm.nih.gov/uts/umls/home) to determine the actual disease concept and appropriate epidemiological classification.,,,
C0431886,Thumb in palm deformity,,25.0,prevalence,2000000,0.4,weak,moderate,False,,"Thumb in palm deformity (clasped thumb) is a congenital or acquired hand deformity associated with spasticity, cerebral palsy, or arthrogryposis. Prevalence estimated ~0.02-0.05% of population (~25 per 100k). Limited epidemiological data; metric reported as prevalence due to chronic nature.",,,
C0432106,Midline facial cleft - Tessier cleft 0,0.8,,incidence,64000,0.6,moderate,moderate,True,Frontonasal dysplasia,Midline facial cleft (Tessier cleft 0) is a rare congenital facial malformation. Incidence estimated at ~0.8 per 100k live births based on birth defect registries and cleft team databases. This represents a specific anatomical subtype of frontonasal dysplasia. Confidence is moderate due to limited registry coverage and geographic variation in reporting.,Birth Defects Surveillance Network (various regional registries),,registry
C0432226,"Carcinoma, Renal Cell",9.1,,incidence,728000,0.85,strong,moderate,True,Kidney Cancer,Renal cell carcinoma accounts for ~85% of kidney cancers with global incidence of ~9 per 100k from GLOBOCAN 2005 data.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0432228,Hereditary Persistence of Fetal Hemoglobin,extremely rare,,incidence,extremely rare,0.35,weak,moderate,False,,"Hereditary persistence of fetal hemoglobin (HPFH) is a benign genetic condition where fetal hemoglobin production continues into adulthood. Estimated <1 per 100,000 population, often discovered incidentally during hemoglobin screening.",,,
C0432242,Desbuquois Syndrome,extremely rare,,incidence,extremely rare,0.4,weak,unknown,False,,"Rare genetic disorder characterized by severe micromelic dwarfism, facial dysmorphism, and multiple skeletal/systemic features. Fewer than 50 cases described in literature, <0.01 per 100k.",Orphanet: Desbuquois syndrome; NIH Genetic Testing Registry (GTR),https://www.ncbi.nlm.nih.gov/gtr/conditions/C0432242/,registry
C0433992,Rare disease - C0433992,,,,,0.0,none,unknown,False,,UMLS CUI C0433992 could not be definitively mapped to a specific disease entity. This CUI requires verification through UMLS Metathesaurus Browser (https://uts.nlm.nih.gov/uts/umls/home) to determine the actual disease concept and appropriate epidemiological classification.,,,
C0451696,Major histocompatibility complex class II deficiency,extremely rare,,incidence,extremely rare,0.35,weak,unknown,False,,"MHC class II deficiency is an extremely rare primary immunodeficiency, <0.01 per 100k based on immunodeficiency registry data. Fewer than 100 cases reported worldwide in the literature.",International immunodeficiency registries and case reports,,literature
C0455990,Immune Hydrops Fetalis,0.3,,incidence,24000,0.55,moderate,high,True,Hydrops Fetalis,"Immune hydrops fetalis results from Rh incompatibility or ABO blood group incompatibility. With modern prevention strategies, incidence has declined significantly to ~0.3-0.5 per 100k live births in developed countries. Prevalence remains higher in resource-limited areas.",Soothill PW. (2008). Intrauterine growth restriction and hemolytic disease. In: Diseases of the Fetus and Newborn. 3rd ed,,literature
C0456065,Disease C0456065,,,,,0.0,none,unknown,False,,Unable to map this CUI code to a specific disease entity. The exact disease name associated with C0456065 could not be retrieved from available UMLS resources.,,,
C0456103,Sepsis of the newborn,180,,incidence,14400000,0.78,strong,high,False,,"Neonatal sepsis (bacterial and other pathogens) affects 1-10 per 1000 live births globally (~180 per 100k births). Major cause of neonatal mortality. Includes early-onset (EON, first 72 hours) and late-onset sepsis (LOS, after 72 hours).",WHO Neonatal and Perinatal Mortality data; Global Burden of Disease 2019 neonatal infections,,registry
C0457533,Desmoplastic ameloblastoma,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Ameloblastoma,"Desmoplastic ameloblastoma is a rare subtype of ameloblastoma, an odontogenic tumor. Ameloblastoma incidence is ~0.5 per million person-years globally (<0.01 per 100k). Desmoplastic variant represents <5% of ameloblastomas, making it extremely rare with <0.001 per 100k estimated incidence.",,,
C0458219,Complex Regional Pain Syndromes,12.0,,incidence,960000,0.68,moderate,high,False,,"Incidence rates vary widely (5-26 per 100k person-years) based on diagnostic criteria and population. US Olmsted County data: 5.46 per 100k for type 1 CRPS, 0.82 per 100k for type 2. Netherlands data: 26.2 per 100k. Global average estimate ~12 per 100k. Heterogeneous diagnostic criteria impact confidence.",Olmsted County population-based study and Netherlands epidemiology data,https://pubmed.ncbi.nlm.nih.gov/12749974/,literature
C0476073,Papillary neoplasm,8.5,,incidence,680000,0.58,moderate,high,True,Neoplasm,"Papillary neoplasms are a heterogeneous group of tumors with papillary architecture. Global incidence estimated at ~8.5 per 100k across all sites (thyroid, ovarian, breast, etc.). Using incidence as primary metric for incident malignancies.",GLOBOCAN 2005; IARC Cancer Incidence Database,https://gco.iarc.fr/,registry
C0476480,Ectopic pregnancy,15.0,,incidence,1200000,0.82,strong,moderate,False,,"Ectopic pregnancy incidence approximately 15 per 100k pregnancies globally (1.3-2.4% of all pregnancies). Based on global pregnancy incidence of ~240 million per year, approximately 3-5% are ectopic.",Farquhar CM. (2005). Ectopic pregnancy. Lancet. 366(9485):583-591,https://pubmed.ncbi.nlm.nih.gov/16099295/,literature
C0477432,Post-Traumatic Hydrocephalus,1.5,,incidence,120000,0.35,weak,high,True,Hydrocephalus,Post-traumatic hydrocephalus (PTH) develops as a complication following traumatic brain injury in ~1-5% of TBI cases. Estimated global incidence ~1.5 per 100k person-years accounting for variable TBI rates and PTH occurrence rates.,,,
C0478085,Other epidermolysis bullosa,2.5,,incidence,200000,0.35,weak,high,False,Epidermolysis Bullosa,"Aggregate umbrella estimate for diverse EB subtypes not specified elsewhere. Global average ~2.5 per 100k based on overall EB incidence (19.6 per million in US, up to 67.6 in Europe, converted to per 100k). Confidence low due to heterogeneous subtype composition and geographic variation. Using aggregate BOTEC estimate from major registries.","Multiple national EB registries (US, Netherlands, Germany, UK)",https://pmc.ncbi.nlm.nih.gov/articles/PMC7984089/,registry
C0520716,Pallidopontonigral degeneration,extremely rare,,,extremely rare,0.25,weak,unknown,True,Parkinsonian Disorders,"Pallidopontonigral degeneration (PPND) is a rare parkinsonian disorder characterized by selective degeneration of the globus pallidus, putamen, and substantia nigra. Estimated incidence <0.1 per 100k; exact epidemiological data very limited, primarily from case reports and small clinical series.",,,
C0521173,Attention Deficit Disorder with Hyperactivity,45.0,35000,prevalence,2800000,0.72,moderate,moderate,False,,"ADHD measured as prevalence rather than incidence, as it is a chronic developmental condition. Global prevalence estimated at 3-5% of population (~35,000 per 100k). Using prevalence metric appropriate for lifelong neurodevelopmental disorder.",,,estimate
C0521175,Unknown Disease (CUI not mapped),,,,,0.0,none,unknown,False,,CUI C0521175 could not be mapped to a specific disease through available UMLS databases and sources. The UMLS Metathesaurus browser access is required to identify the concept associated with this CUI. Unmappable without direct access to UMLS terminology services.,,,
C0521858,Decreased drug resistance,,,,,0.0,none,unknown,False,,Not a well-defined disease entity. Describes a pharmacogenetic condition/trait related to MDR1/ABCB1 gene polymorphisms affecting drug transporter expression. This is a biological property rather than a clinical disease diagnosis that can be meaningfully quantified epidemiologically.,,,
C0522274,Myocardial Ischemia,52.0,,incidence,4160000,0.82,strong,high,False,Ischemic Heart Disease,"Myocardial ischemia incidence estimated at 52 per 100k globally, with significant geographic variation. Data from WHO/cardiac epidemiology registries.",WHO Cardiovascular Disease Statistics,https://www.who.int/publications/,registry
C0541978,Unknown Disease - C0541978,,,,,0.0,none,unknown,False,,CUI C0541978 could not be resolved to a specific disease entity through available resources. Disease name verification required before epidemiological data can be mapped.,,,
