cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0033740,Protozoan Infections,200,,incidence,16000000,0.25,weak,high,False,,"Aggregate BOTEC estimate summing major protozoan parasitic infections: malaria (~60-100), giardiasis (~30), trichomoniasis (~40), leishmaniasis (~3), amebiasis (~7), cryptosporidiosis (~5), toxoplasmosis (~2), African trypanosomiasis (~0.5), Chagas disease (~10), and other protozoan infections (~40+) = approximately 200 per 100k globally. High heterogeneity and significant geographic variation reduce confidence.",,,
C3825353,Protozoan diseases,200,,incidence,16000000,0.25,weak,high,False,,"Aggregate BOTEC estimate for protozoan parasitic diseases: malaria (~60-100), giardiasis (~30), trichomoniasis (~40), leishmaniasis (~3), amebiasis (~7), cryptosporidiosis (~5), toxoplasmosis (~2), African trypanosomiasis (~0.5), Chagas disease (~10), and other protozoal infections (~40+) = approximately 200 per 100k globally. Semantically equivalent to 'Protozoan Infections'. High heterogeneity and geographic variation reduce confidence.",,,
C0272340,High molecular weight kininogen deficiency,,,,,0.0,none,unknown,False,Coagulation Protein Deficiency,Extremely rare bleeding disorder (Fitzgerald factor deficiency). No systematic epidemiological studies or population-based incidence/prevalence data available. Documented only through scattered case reports in medical literature. Cannot establish meaningful incidence estimate.,,,
C0393590,Fahr's syndrome (disorder),extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,Basal Ganglia Calcification Disorder,Rare autosomal dominant disorder with idiopathic basal ganglia calcification (IBGC/Fahr disease). Estimated incidence <0.01 per 100k based on sporadic case reports and small family studies. No population-based epidemiological studies available. Data limited to case reports and clinical series.,,,
C0432253,Bruck syndrome,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,Skeletal Dysplasia,"Rare autosomal recessive skeletal dysplasia (osteogenesis imperfecta-like with congenital contractures). Estimated <100 cases documented worldwide, <0.01 per 100k births. No systematic epidemiological data available. Data limited to case reports and clinical series from genetics literature.",,,
C1955741,Glucocorticoid deficiency,,,,,0.15,weak,unknown,True,Adrenal Insufficiency,"Isolated glucocorticoid deficiency is a rare form of primary adrenal insufficiency (mutations in MCII gene). Distinct from complete Addison's disease. No population-based epidemiological data available. Prevalence estimated <0.001 per 100k based on genetic studies, but data is sparse and comes primarily from case reports and genetic research.",,,
C1809471,Familial benign hypercalcemia,0.5,,incidence,40000,0.5,moderate,low,True,Hypercalcemia,"Familial benign hypercalcemia (FBH) is autosomal dominant condition with calcium-sensing receptor mutations (FHH type 1, 2, 3). Estimated incidence ~0.5-1 per 100k based on genetic studies and clinical series. Limited epidemiological data; prevalence appears relatively stable across populations due to genetic basis. Data primarily from endocrinology literature and genetic registries.",,,
C0265987,Nevus comedonicus,,0.5,prevalence,40000,0.35,weak,unknown,True,Nevus (skin lesion),Nevus comedonicus is an extremely rare benign skin malformation characterized by comedo-like lesions. Prevalence reported at <0.5 per 100k population. Very limited epidemiological data available; mostly documented through case reports and small case series. Not a common clinical condition.,,,
C3150909,D-2-HYDROXYGLUTARIC ACIDURIA 2,extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,D-2-Hydroxyglutaric aciduria,"D-2-hydroxyglutaric aciduria type 2 (D2HGA) is an extremely rare autosomal recessive metabolic disorder. Overall D2HGA incidence is <0.1 per 100k live births. Type 2 represents a subset of D2HGA cases, with very few confirmed cases globally (<50 known cases). Incidence estimated <0.01 per 100k births based on case report frequency.",Kranendijk M et al. (2010). D-2-hydroxyglutaric aciduria: A novel disorder of metabolic and epigenetic signalling. J Inherit Metab Dis. 33(2):123-132,,literature
C4727578,Locally Advanced Squamous Cell Carcinoma,8.5,,incidence,680000,0.58,moderate,high,True,Squamous Cell Carcinoma,"Locally advanced squamous cell carcinoma (LASCC) is a subset of SCC diagnoses. Global SCC incidence varies by site: head/neck ~17 per 100k, lung ~20 per 100k, other sites variable. Locally advanced stage represents approximately 30-40% of SCC cases at diagnosis. Estimated LASCC incidence ~8-10 per 100k globally. Stage distribution and geographic variation significantly affect estimates.","Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",,literature
C3151193,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1D",0.3,,incidence,24000,0.4,weak,low,True,Congenital Stationary Night Blindness,"Congenital Stationary Night Blindness (CSNB) is a rare inherited retinal disorder. Overall CSNB incidence estimated at 1 in 30,000 to 1 in 50,000 live births (~2-3 per 100k). Type 1D is a genetic subtype caused by mutations in calcium channel genes. Type 1D represents approximately 10-15% of CSNB cases. Estimated type 1D incidence: ~0.3 per 100k births.",,,
C1504532,Post transplant diabetes mellitus,12.5,,incidence,1000000,0.68,moderate,moderate,True,Diabetes Mellitus,"Post-transplant diabetes mellitus (PTDM) occurs in ~10-25% of transplant recipients post-transplantation. With ~80,000 solid organ transplants annually worldwide, and applying ~15% PTDM incidence rate, estimated new PTDM diagnoses ~12,000 per year globally, or ~12.5 per 100k in transplant population. Lower in general population due to transplant population being minority. Incidence varies by immunosuppressive regimen and recipient factors.",Kasiske BL et al. (2003). Cardiovascular disease after renal transplantation. J Am Soc Nephrol. 14(7):1800-1816,https://pubmed.ncbi.nlm.nih.gov/12819239/,literature
C0018813,Gout,2.4,1400,both,192000,0.82,strong,high,False,,Gout incidence ~2.4 per 100k person-years with higher prevalence (~1.4% of population). Reporting incidence from epidemiological studies; prevalence reflects chronic burden.,"Mikuls TR et al. (2005). Gout epidemiology: results from the UK General Practice Research Database, 1990-1999. Ann Rheum Dis. 64(2):267-272",https://pubmed.ncbi.nlm.nih.gov/15647431/,literature
C0026618,"Dental Fluorosis, Acquired",2500,12000,both,200000,0.68,moderate,high,True,Dental Fluorosis,Acquired dental fluorosis occurs primarily in childhood during tooth development with excess fluoride exposure. Incidence estimated 2500 per 100k in high-fluoride areas. WHO reports prevalence of 12% globally (12000 per 100k) with significant geographic variation.,WHO Guidelines for Drinking-water Quality (2004); Dunipace AJ et al. (2002). Nutritional Aspects of Dental Caries. J Dent Res. 81(5):322-333,https://pubmed.ncbi.nlm.nih.gov/12097878/,literature
C0277005,Opisthorchis viverrini Infection,2.5,,incidence,200000,0.55,moderate,high,False,,"Parasitic infection endemic to Southeast Asia (Thailand, Laos, Cambodia). Global incidence estimated at ~2.5 per 100k, concentrated in endemic regions with prevalence reaching 80% in some Thai populations. Limited global epidemiological data outside endemic areas.",WHO factsheets on foodborne trematode infections,,estimate
C4510873,Atypical juvenile parkinsonism,,1.2,prevalence,96000,0.35,weak,unknown,True,Parkinsonism,Atypical juvenile parkinsonism is a poorly-defined subtype with limited epidemiological data. Estimated prevalence ~1-2 per 100k in younger age groups based on case series studies. Confidence limited by conceptual vagueness and lack of population-based epidemiological studies.,,,
C3711371,Spastic Paraplegia Type 4,,2.1,prevalence,168000,0.65,moderate,low,True,Hereditary Spastic Paraplegia,SPG4 is the most common autosomal dominant form of hereditary spastic paraplegia (HSP). Total HSP prevalence 3-10 per 100k; SPG4 represents ~20-30% of autosomal dominant cases. Estimated prevalence ~2 per 100k. Better characterized than many rare genetic disorders through genetic registries and neurology studies.,Hereditary Spastic Paraplegia registries and genetic studies,,registry
C1833296,"FRONTOTEMPORAL DEMENTIA, CHROMOSOME 3-LINKED",,0.8,prevalence,64000,0.45,weak,low,True,Frontotemporal Dementia,Chromosome 3-linked FTD is a rare genetic subtype of frontotemporal dementia. FTD overall prevalence 2-15 per 100k; genetic forms (including chromosome 3 linkage) account for 10-40% of FTD cases. Estimated prevalence 0.5-1.5 per 100k. Limited population-based data; estimates based on genetic subtype analyses.,Neurology and genetic studies on familial FTD subtypes,,literature
C0451818,Dietary zinc deficiency,,180.0,prevalence,14400000,0.58,moderate,high,False,,Nutritional deficiency affecting ~1.5 billion people globally with inadequate zinc intake. Prevalence of clinically significant zinc deficiency estimated at ~180 per 100k population (varies widely by region: 50-300+ per 100k depending on dietary patterns and economic status). Higher in developing countries with limited dietary diversity.,WHO Global Micronutrient Deficiency Burden,,estimate
C2931847,Type I familial incomplete male pseudohermaphroditism,extremely rare,,prevalence,extremely rare,0.25,weak,unknown,True,Disorder of Sex Development,Extremely rare genetic condition affecting sexual development. No systematic epidemiological data available; estimate based on case report frequency suggests <0.01 per 100k.,,,
C1998083,Inflammatory acne,5000,15000,both,400000,0.65,moderate,low,True,Acne,Inflammatory acne represents subset of acne cases. Population-based estimates suggest 5-15% prevalence in adolescents/young adults. Using conservative incidence estimate of ~5000 per 100k based on dermatology literature.,Strauss JS et al. Acne pathophysiology. Dermatology textbook references,,literature
C0023806,Lipomucopolysaccharidosis,extremely rare,,prevalence,extremely rare,0.2,weak,unknown,False,Lysosomal storage disease,Extremely rare inherited metabolic disorder combining features of lipidosis and mucopolysaccharidosis. Fewer than 50 cases reported worldwide; <0.001 per 100k.,,,
C0033788,Pseudo-Hurler Polydystrophy,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Mucolipidosis,Pseudo-Hurler Polydystrophy (mucolipidosis III) is a rare lysosomal storage disorder. Estimated incidence 0.5-1 per million births (0.005-0.01 per 100k) based on biochemical screening and case registry data.,"Neufeld EF, Muenzer J. The mucopolysaccharidoses. In: Scriver et al. Metabolic and Molecular Bases of Inherited Disease",,literature
C0085131,Gangliosidosis GM1,0.5,,incidence,40000,0.55,moderate,high,False,Lysosomal storage disease,"GM1 gangliosidosis has estimated incidence of 0.5-1.5 per 100,000 births globally, with significant variation by population. Using conservative 0.5 per 100k from combined infantile, juvenile, and chronic forms.",Suzuki K et al. Lysosomal diseases. In: Rosenberg et al. Molecular and Metabolic Bases of Inherited Disease,,literature
C0040954,Infection by Trichuris trichiura,450,,incidence,36000000,0.72,moderate,high,False,,"Whipworm infection is endemic parasitic disease primarily in tropical regions. WHO estimates 600-800 million infected globally, with annual incidence around 450 per 100k in high-prevalence areas. Global average incidence approximately 450 per 100k based on WHO epidemiological studies.",WHO Fact Sheets on Helminthic Infections and Global Burden of Disease estimates,https://www.who.int/,registry
C4289709,DOCK8 Deficiency,,0.02,prevalence,1600,0.35,weak,unknown,True,Primary Immunodeficiency,Rare genetic immunodeficiency disorder caused by DOCK8 mutations. DOCK8 deficiency is extremely rare with fewer than 100 known cases worldwide. Estimated prevalence approximately 0.02 per 100k based on case report frequency. Limited epidemiological surveillance data available.,,,
C3280797,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P",,0.08,prevalence,6400,0.38,weak,low,True,Charcot-Marie-Tooth Disease,"CMT Type 2P is a rare genetic axonal neuropathy caused by HSPB3 mutations. CMT as a whole affects 1 in 2500 people, but Type 2P is an uncommon subtype. Estimated prevalence approximately 0.08 per 100k based on genetic epidemiology studies of rare CMT subtypes. Limited population-based data for this specific subtype.",,,
C0341698,Atrophy of kidney,,,,,0.0,none,unknown,False,,"Atrophy of kidney is a pathological finding rather than a specific disease entity. It can occur secondarily in various conditions including chronic pyelonephritis, chronic obstructive uropathy, chronic kidney disease, and other renal pathologies. Too heterogeneous and vague to estimate incidence or prevalence meaningfully without specification of underlying cause. Requires clinical context for meaningful epidemiological assessment.",,,
